,id,pergunta,resposta,item
495,120,Qual sua atividade?,Servidor(a) público(a),Qual sua atividade? Servidor(a) público(a)
496,121,Qual sua atividade?,Servidor(a) público(a),Qual sua atividade? Servidor(a) público(a)
497,122,Qual sua atividade?,Servidor(a) público(a),Qual sua atividade? Servidor(a) público(a)
498,123,Qual sua atividade?,Servidor(a) público(a),Qual sua atividade? Servidor(a) público(a)
499,124,Qual sua atividade?,Servidor(a) público(a),Qual sua atividade? Servidor(a) público(a)
500,0,Qual sua renda mensal?,R$2.501 - R$3.500,Qual sua renda mensal? R$2.501 - R$3.500
501,1,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
502,2,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
503,3,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
504,4,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
505,5,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
506,6,Qual sua renda mensal?,R$4.501 - R$5.500,Qual sua renda mensal? R$4.501 - R$5.500
507,7,Qual sua renda mensal?,R$3.501 - R$4.500,Qual sua renda mensal? R$3.501 - R$4.500
508,8,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
509,9,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
510,10,Qual sua renda mensal?,R$6.501 - R$7.500,Qual sua renda mensal? R$6.501 - R$7.500
511,11,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
512,12,Qual sua renda mensal?,R$3.501 - R$4.500,Qual sua renda mensal? R$3.501 - R$4.500
513,13,Qual sua renda mensal?,R$4.501 - R$5.500,Qual sua renda mensal? R$4.501 - R$5.500
514,14,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
515,15,Qual sua renda mensal?,R$4.501 - R$5.500,Qual sua renda mensal? R$4.501 - R$5.500
516,16,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
517,17,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
518,18,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
519,19,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
520,20,Qual sua renda mensal?,R$5.501 - R$6.500,Qual sua renda mensal? R$5.501 - R$6.500
521,21,Qual sua renda mensal?,R$5.501 - R$6.500,Qual sua renda mensal? R$5.501 - R$6.500
522,22,Qual sua renda mensal?,R$3.501 - R$4.500,Qual sua renda mensal? R$3.501 - R$4.500
523,23,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
524,24,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
525,25,Qual sua renda mensal?,R$6.501 - R$7.500,Qual sua renda mensal? R$6.501 - R$7.500
526,26,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
527,27,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
528,28,Qual sua renda mensal?,R$6.501 - R$7.500,Qual sua renda mensal? R$6.501 - R$7.500
529,29,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
530,30,Qual sua renda mensal?,R$2.501 - R$3.500,Qual sua renda mensal? R$2.501 - R$3.500
531,31,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
532,32,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
533,33,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
534,34,Qual sua renda mensal?,R$4.501 - R$5.500,Qual sua renda mensal? R$4.501 - R$5.500
535,35,Qual sua renda mensal?,R$3.501 - R$4.500,Qual sua renda mensal? R$3.501 - R$4.500
536,36,Qual sua renda mensal?,R$2.501 - R$3.500,Qual sua renda mensal? R$2.501 - R$3.500
537,37,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
538,38,Qual sua renda mensal?,R$6.501 - R$7.500,Qual sua renda mensal? R$6.501 - R$7.500
539,39,Qual sua renda mensal?,R$2.501 - R$3.500,Qual sua renda mensal? R$2.501 - R$3.500
540,40,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
541,41,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
542,42,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
543,43,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
544,44,Qual sua renda mensal?,R$3.501 - R$4.500,Qual sua renda mensal? R$3.501 - R$4.500
545,45,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
546,46,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
547,47,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
548,48,Qual sua renda mensal?,R$3.501 - R$4.500,Qual sua renda mensal? R$3.501 - R$4.500
549,49,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
550,50,Qual sua renda mensal?,R$2.501 - R$3.500,Qual sua renda mensal? R$2.501 - R$3.500
551,51,Qual sua renda mensal?,R$4.501 - R$5.500,Qual sua renda mensal? R$4.501 - R$5.500
552,52,Qual sua renda mensal?,R$5.501 - R$6.500,Qual sua renda mensal? R$5.501 - R$6.500
553,53,Qual sua renda mensal?,R$3.501 - R$4.500,Qual sua renda mensal? R$3.501 - R$4.500
554,54,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
555,55,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
556,56,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
557,57,Qual sua renda mensal?,R$5.501 - R$6.500,Qual sua renda mensal? R$5.501 - R$6.500
558,58,Qual sua renda mensal?,R$3.501 - R$4.500,Qual sua renda mensal? R$3.501 - R$4.500
559,59,Qual sua renda mensal?,R$2.501 - R$3.500,Qual sua renda mensal? R$2.501 - R$3.500
560,60,Qual sua renda mensal?,R$2.501 - R$3.500,Qual sua renda mensal? R$2.501 - R$3.500
561,61,Qual sua renda mensal?,R$2.501 - R$3.500,Qual sua renda mensal? R$2.501 - R$3.500
562,62,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
563,63,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
564,64,Qual sua renda mensal?,R$3.501 - R$4.500,Qual sua renda mensal? R$3.501 - R$4.500
565,65,Qual sua renda mensal?,R$5.501 - R$6.500,Qual sua renda mensal? R$5.501 - R$6.500
566,66,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
567,67,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
568,68,Qual sua renda mensal?,R$3.501 - R$4.500,Qual sua renda mensal? R$3.501 - R$4.500
569,69,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
570,70,Qual sua renda mensal?,R$3.501 - R$4.500,Qual sua renda mensal? R$3.501 - R$4.500
571,71,Qual sua renda mensal?,R$2.501 - R$3.500,Qual sua renda mensal? R$2.501 - R$3.500
572,72,Qual sua renda mensal?,R$5.501 - R$6.500,Qual sua renda mensal? R$5.501 - R$6.500
573,73,Qual sua renda mensal?,R$4.501 - R$5.500,Qual sua renda mensal? R$4.501 - R$5.500
574,74,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
575,75,Qual sua renda mensal?,R$3.501 - R$4.500,Qual sua renda mensal? R$3.501 - R$4.500
576,76,Qual sua renda mensal?,R$5.501 - R$6.500,Qual sua renda mensal? R$5.501 - R$6.500
577,77,Qual sua renda mensal?,R$5.501 - R$6.500,Qual sua renda mensal? R$5.501 - R$6.500
578,78,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
579,79,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
580,80,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
581,81,Qual sua renda mensal?,R$2.501 - R$3.500,Qual sua renda mensal? R$2.501 - R$3.500
582,82,Qual sua renda mensal?,R$2.501 - R$3.500,Qual sua renda mensal? R$2.501 - R$3.500
583,83,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
584,84,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
585,85,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
586,86,Qual sua renda mensal?,R$3.501 - R$4.500,Qual sua renda mensal? R$3.501 - R$4.500
587,87,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
588,88,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
589,89,Qual sua renda mensal?,R$2.501 - R$3.500,Qual sua renda mensal? R$2.501 - R$3.500
590,90,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
591,91,Qual sua renda mensal?,Até R$2.500,Qual sua renda mensal? Até R$2.500
592,92,Qual sua renda mensal?,R$5.501 - R$6.500,Qual sua renda mensal? R$5.501 - R$6.500
593,93,Qual sua renda mensal?,R$2.501 - R$3.500,Qual sua renda mensal? R$2.501 - R$3.500
594,94,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
595,95,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
596,96,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
597,97,Qual sua renda mensal?,R$4.501 - R$5.500,Qual sua renda mensal? R$4.501 - R$5.500
598,98,Qual sua renda mensal?,R$4.501 - R$5.500,Qual sua renda mensal? R$4.501 - R$5.500
599,99,Qual sua renda mensal?,R$4.501 - R$5.500,Qual sua renda mensal? R$4.501 - R$5.500
600,100,Qual sua renda mensal?,R$5.501 - R$6.500,Qual sua renda mensal? R$5.501 - R$6.500
601,101,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
602,102,Qual sua renda mensal?,R$6.501 - R$7.500,Qual sua renda mensal? R$6.501 - R$7.500
603,103,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
604,104,Qual sua renda mensal?,R$6.501 - R$7.500,Qual sua renda mensal? R$6.501 - R$7.500
605,105,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
606,106,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
607,107,Qual sua renda mensal?,R$5.501 - R$6.500,Qual sua renda mensal? R$5.501 - R$6.500
608,108,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
609,109,Qual sua renda mensal?,R$4.501 - R$5.500,Qual sua renda mensal? R$4.501 - R$5.500
610,110,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
611,111,Qual sua renda mensal?,R$6.501 - R$7.500,Qual sua renda mensal? R$6.501 - R$7.500
612,112,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
613,113,Qual sua renda mensal?,R$2.501 - R$3.500,Qual sua renda mensal? R$2.501 - R$3.500
614,114,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
615,115,Qual sua renda mensal?,R$5.501 - R$6.500,Qual sua renda mensal? R$5.501 - R$6.500
616,116,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
617,117,Qual sua renda mensal?,R$4.501 - R$5.500,Qual sua renda mensal? R$4.501 - R$5.500
618,118,Qual sua renda mensal?,R$2.501 - R$3.500,Qual sua renda mensal? R$2.501 - R$3.500
619,119,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
620,120,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
621,121,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
622,122,Qual sua renda mensal?,R$6.501 - R$7.500,Qual sua renda mensal? R$6.501 - R$7.500
623,123,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
624,124,Qual sua renda mensal?,R$7.501 ou mais,Qual sua renda mensal? R$7.501 ou mais
625,0,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
626,1,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
627,2,Qual sua média de consumo de vinhos ao mês?,6 - 10 garrafas,Qual sua média de consumo de vinhos ao mês? 6 - 10 garrafas
628,3,Qual sua média de consumo de vinhos ao mês?,6 - 10 garrafas,Qual sua média de consumo de vinhos ao mês? 6 - 10 garrafas
629,4,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
630,5,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
631,6,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
632,7,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
633,8,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
634,9,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
635,10,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
636,11,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
637,12,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
638,13,Qual sua média de consumo de vinhos ao mês?,6 - 10 garrafas,Qual sua média de consumo de vinhos ao mês? 6 - 10 garrafas
639,14,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
640,15,Qual sua média de consumo de vinhos ao mês?,6 - 10 garrafas,Qual sua média de consumo de vinhos ao mês? 6 - 10 garrafas
641,16,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
642,17,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
643,18,Qual sua média de consumo de vinhos ao mês?,11 - 15 garrafas,Qual sua média de consumo de vinhos ao mês? 11 - 15 garrafas
644,19,Qual sua média de consumo de vinhos ao mês?,6 - 10 garrafas,Qual sua média de consumo de vinhos ao mês? 6 - 10 garrafas
645,20,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
646,21,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
647,22,Qual sua média de consumo de vinhos ao mês?,6 - 10 garrafas,Qual sua média de consumo de vinhos ao mês? 6 - 10 garrafas
648,23,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
649,24,Qual sua média de consumo de vinhos ao mês?,6 - 10 garrafas,Qual sua média de consumo de vinhos ao mês? 6 - 10 garrafas
650,25,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
651,26,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
652,27,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
653,28,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
654,29,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
655,30,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
656,31,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
657,32,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
658,33,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
659,34,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
660,35,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
661,36,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
662,37,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
663,38,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
664,39,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
665,40,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
666,41,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
667,42,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
668,43,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
669,44,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
670,45,Qual sua média de consumo de vinhos ao mês?,6 - 10 garrafas,Qual sua média de consumo de vinhos ao mês? 6 - 10 garrafas
671,46,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
672,47,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
673,48,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
674,49,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
675,50,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
676,51,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
677,52,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
678,53,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
679,54,Qual sua média de consumo de vinhos ao mês?,6 - 10 garrafas,Qual sua média de consumo de vinhos ao mês? 6 - 10 garrafas
680,55,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
681,56,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
682,57,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
683,58,Qual sua média de consumo de vinhos ao mês?,6 - 10 garrafas,Qual sua média de consumo de vinhos ao mês? 6 - 10 garrafas
684,59,Qual sua média de consumo de vinhos ao mês?,6 - 10 garrafas,Qual sua média de consumo de vinhos ao mês? 6 - 10 garrafas
685,60,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
686,61,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
687,62,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
688,63,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
689,64,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
690,65,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
691,66,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
692,67,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
693,68,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
694,69,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
695,70,Qual sua média de consumo de vinhos ao mês?,6 - 10 garrafas,Qual sua média de consumo de vinhos ao mês? 6 - 10 garrafas
696,71,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
697,72,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
698,73,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
699,74,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
700,75,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
701,76,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
702,77,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
703,78,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
704,79,Qual sua média de consumo de vinhos ao mês?,11 - 15 garrafas,Qual sua média de consumo de vinhos ao mês? 11 - 15 garrafas
705,80,Qual sua média de consumo de vinhos ao mês?,15 ou mais,Qual sua média de consumo de vinhos ao mês? 15 ou mais
706,81,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
707,82,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
708,83,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
709,84,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
710,85,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
711,86,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
712,87,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
713,88,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
714,89,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
715,90,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
716,91,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
717,92,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
718,93,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
719,94,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
720,95,Qual sua média de consumo de vinhos ao mês?,11 - 15 garrafas,Qual sua média de consumo de vinhos ao mês? 11 - 15 garrafas
721,96,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
722,97,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
723,98,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
724,99,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
725,100,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
726,101,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
727,102,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
728,103,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
729,104,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
730,105,Qual sua média de consumo de vinhos ao mês?,6 - 10 garrafas,Qual sua média de consumo de vinhos ao mês? 6 - 10 garrafas
731,106,Qual sua média de consumo de vinhos ao mês?,1 - 2 garrafas,Qual sua média de consumo de vinhos ao mês? 1 - 2 garrafas
732,107,Qual sua média de consumo de vinhos ao mês?,6 - 10 garrafas,Qual sua média de consumo de vinhos ao mês? 6 - 10 garrafas
733,108,Qual sua média de consumo de vinhos ao mês?,11 - 15 garrafas,Qual sua média de consumo de vinhos ao mês? 11 - 15 garrafas
734,109,Qual sua média de consumo de vinhos ao mês?,3 - 5 garrafas,Qual sua média de consumo de vinhos ao mês? 3 - 5 garrafas
